Time,Average Thrust
1.713,134.847
1.714,134.778
1.715,134.808
1.716,134.873
1.717,134.950
1.718,134.927
1.719,135.012
1.72,135.103
1.721,135.165
1.722,135.192
1.723,135.317
1.724,135.282
1.725,135.307
1.726,135.298
1.727,135.290
1.728,135.237
1.729,135.242
1.73,135.180
1.731,135.179
1.732,135.221
1.733,135.300
1.734,135.330
1.735,135.372
1.736,135.427
1.737,135.486
1.738,135.592
1.739,135.667
1.74,135.635
1.741,135.620
1.742,135.668
1.743,135.701
1.744,135.591
1.745,135.561
1.746,135.582
1.747,135.531
1.748,135.561
1.749,135.551
1.75,135.672
1.751,135.728
1.752,135.788
1.753,135.801
1.754,135.855
1.755,135.975
1.756,136.026
1.757,136.047
1.758,136.044
1.759,136.091
1.76,136.068
1.761,135.940
1.762,135.975
1.763,135.989
1.764,135.934
1.765,135.927
1.766,136.020
1.767,136.069
1.768,136.116
1.769,136.154
1.77,136.184
1.771,136.301
1.772,136.426
1.773,136.495
1.774,136.511
1.775,136.533
1.776,136.524
1.777,136.477
1.778,136.443
1.779,136.395
1.78,136.370
1.781,136.418
1.782,136.453
1.783,136.412
1.784,136.504
1.785,136.662
1.786,136.616
1.787,136.649
1.788,136.835
1.789,136.890
1.79,136.882
1.791,136.926
1.792,136.900
1.793,136.901
1.794,136.857
1.795,136.777
1.796,136.690
1.797,136.756
1.798,136.795
1.799,136.805
1.8,136.861
1.801,136.962
1.802,137.045
1.803,137.051
1.804,137.138
1.805,137.269
1.806,137.352
1.807,137.308
1.808,137.299
1.809,137.398
1.81,137.348
1.811,137.276
1.812,137.202
1.813,137.145
1.814,137.245
1.815,137.283
1.816,137.290
1.817,137.360
1.818,137.426
1.819,137.508
1.82,137.512
1.821,137.621
1.822,137.709
1.823,137.778
1.824,137.766
1.825,137.766
1.826,137.723
1.827,137.774
1.828,137.707
1.829,137.591
1.83,137.589
1.831,137.713
1.832,137.671
1.833,137.751
1.834,137.818
1.835,137.929
1.836,137.915
1.837,138.000
1.838,138.135
1.839,138.234
1.84,138.330
1.841,138.309
1.842,138.289
1.843,138.341
1.844,138.313
1.845,138.251
1.846,138.141
1.847,138.237
1.848,138.292
1.849,138.269
1.85,138.331
1.851,138.479
1.852,138.482
1.853,138.539
1.854,138.704
1.855,138.734
1.856,138.770
1.857,138.854
1.858,138.942
1.859,138.899
1.86,138.879
1.861,138.829
1.862,138.797
1.863,138.791
1.864,138.792
1.865,138.816
1.866,138.891
1.867,139.005
1.868,139.040
1.869,139.049
1.87,139.207
1.871,139.332
1.872,139.331
1.873,139.366
1.874,139.501
1.875,139.468
1.876,139.458
1.877,139.528
1.878,139.525
1.879,139.462
1.88,139.389
1.881,139.428
1.882,139.521
1.883,139.533
1.884,139.626
1.885,139.664
1.886,139.698
1.887,139.791
1.888,139.862
1.889,139.837
1.89,139.953
1.891,139.969
1.892,139.864
1.893,139.888
1.894,139.840
1.895,139.691
1.896,139.673
1.897,139.718
1.898,139.710
1.899,139.687
1.9,139.789
1.901,139.924
1.902,139.902
1.903,139.887
1.904,140.045
1.905,140.116
1.906,140.107
1.907,140.181
1.908,140.182
1.909,140.180
1.91,140.198
1.911,140.076
1.912,139.989
1.913,140.047
1.914,140.045
1.915,140.001
1.916,140.106
1.917,140.215
1.918,140.277
1.919,140.311
1.92,140.278
1.921,140.471
1.922,140.481
1.923,140.479
1.924,140.544
1.925,140.613
1.926,140.527
1.927,140.498
1.928,140.439
1.929,140.380
1.93,140.390
1.931,140.399
1.932,140.424
1.933,140.511
1.934,140.659
1.935,140.695
1.936,140.679
1.937,140.757
1.938,140.859
1.939,140.923
1.94,141.001
1.941,141.009
1.942,140.980
1.943,141.015
1.944,140.969
1.945,140.818
1.946,140.822
1.947,140.882
1.948,140.865
1.949,140.888
1.95,141.030
1.951,141.088
1.952,141.055
1.953,141.116
1.954,141.241
1.955,141.273
1.956,141.347
1.957,141.347
1.958,141.488
1.959,141.459
1.96,141.353
1.961,141.439
1.962,141.357
1.963,141.269
1.964,141.313
1.965,141.441
1.966,141.414
1.967,141.491
1.968,141.590
1.969,141.645
1.97,141.731
1.971,141.829
1.972,141.891
1.973,142.099
1.974,142.221
1.975,142.143
1.976,142.148
1.977,142.228
1.978,142.163
1.979,142.037
1.98,142.097
1.981,142.208
1.982,142.205
1.983,142.306
1.984,142.383
1.985,142.464
1.986,142.511
1.987,142.595
1.988,142.705
1.989,142.834
1.99,142.892
1.991,142.821
1.992,142.840
1.993,142.949
1.994,142.888
1.995,142.726
1.996,142.749
1.997,142.859
1.998,142.892
1.999,142.865
2,143.022
2.001,143.119
2.002,143.161
2.003,143.134
2.004,143.316
2.005,143.397
2.006,143.476
2.007,143.515
2.008,143.560
2.009,143.592
2.01,143.595
2.011,143.527
2.012,143.475
2.013,143.455
2.014,143.510
2.015,143.575
2.016,143.626
2.017,143.701
2.018,143.788
2.019,143.870
2.02,143.867
2.021,143.967
2.022,144.083
2.023,144.221
2.024,144.247
2.025,144.201
2.026,144.260
2.027,144.313
2.028,144.134
2.029,144.046
2.03,144.164
2.031,144.151
2.032,144.176
2.033,144.274
2.034,144.375
2.035,144.452
2.036,144.515
2.037,144.711
2.038,144.833
2.039,144.915
2.04,144.984
2.041,145.003
2.042,144.922
2.043,144.988
2.044,144.943
2.045,144.839
2.046,144.760
2.047,144.849
2.048,144.860
2.049,144.896
2.05,144.993
2.051,145.120
2.052,145.146
2.053,145.243
2.054,145.288
2.055,145.339
2.056,145.466
2.057,145.532
2.058,145.510
2.059,145.427
2.06,145.485
2.061,145.406
2.062,145.273
2.063,145.251
2.064,145.364
2.065,145.346
2.066,145.389
2.067,145.478
2.068,145.568
2.069,145.557
2.07,145.631
2.071,145.699
2.072,145.724
2.073,145.874
2.074,145.869
2.075,145.803
2.076,145.877
2.077,145.815
2.078,145.666
2.079,145.589
2.08,145.674
2.081,145.683
2.082,145.649
2.083,145.769
2.084,145.876
2.085,145.876
2.086,145.927
2.087,145.928
2.088,146.030
2.089,146.164
2.09,146.202
2.091,146.131
2.092,146.180
2.093,146.172
2.094,146.108
2.095,145.959
2.096,145.989
2.097,145.994
2.098,145.969
2.099,146.099
2.1,146.137
2.101,146.150
2.102,146.253
2.103,146.325
2.104,146.302
2.105,146.345
2.106,146.511
2.107,146.532
2.108,146.528
2.109,146.527
2.11,146.522
2.111,146.374
2.112,146.330
2.113,146.281
2.114,146.245
2.115,146.398
2.116,146.423
2.117,146.372
2.118,146.450
2.119,146.537
2.12,146.543
2.121,146.604
2.122,146.693
2.123,146.822
2.124,146.774
2.125,146.770
2.126,146.789
2.127,146.701
2.128,146.631
2.129,146.593
2.13,146.458
2.131,146.573
2.132,146.675
2.133,146.645
2.134,146.754
2.135,146.796
2.136,146.803
2.137,146.819
2.138,146.990
2.139,147.056
2.14,147.010
2.141,147.127
2.142,147.152
2.143,146.966
2.144,146.949
2.145,146.948
2.146,146.906
2.147,146.803
2.148,146.895
2.149,147.050
2.15,147.022
2.151,147.114
2.152,147.194
2.153,147.197
2.154,147.289
2.155,147.410
2.156,147.413
2.157,147.586
2.158,147.561
2.159,147.533
2.16,147.519
2.161,147.437
2.162,147.391
2.163,147.411
2.164,147.352
2.165,147.488
2.166,147.589
2.167,147.557
2.168,147.635
2.169,147.789
2.17,147.763
2.171,147.841
2.172,148.021
2.173,148.234
2.174,148.174
2.175,148.258
2.176,148.184
2.177,148.099
2.178,148.081
2.179,148.051
2.18,147.949
2.181,148.118
2.182,148.217
2.183,148.188
2.184,148.241
2.185,148.329
2.186,148.414
2.187,148.396
2.188,148.521
2.189,148.565
2.19,148.686
2.191,148.719
2.192,148.666
2.193,148.639
2.194,148.635
2.195,148.551
2.196,148.461
2.197,148.505
2.198,148.598
2.199,148.624
2.2,148.640
2.201,148.734
2.202,148.816
2.203,148.781
2.204,148.814
2.205,148.972
2.206,149.080
2.207,149.017
2.208,149.026
2.209,149.078
2.21,148.927
2.211,148.835
2.212,148.723
2.213,148.636
2.214,148.682
2.215,148.822
2.216,148.874
2.217,148.842
2.218,148.955
2.219,149.046
2.22,148.998
2.221,149.081
2.222,149.216
2.223,149.245
2.224,149.310
2.225,149.298
2.226,149.222
2.227,149.207
2.228,149.136
2.229,149.007
2.23,149.063
2.231,149.169
2.232,149.188
2.233,149.194
2.234,149.378
2.235,149.410
2.236,149.341
2.237,149.360
2.238,149.561
2.239,149.614
2.24,149.590
2.241,149.578
2.242,149.664
2.243,149.543
2.244,149.431
2.245,149.356
2.246,149.315
2.247,149.328
2.248,149.365
2.249,149.418
2.25,149.482
2.251,149.553
2.252,149.527
2.253,149.572
2.254,149.671
2.255,149.712
2.256,149.792
2.257,149.851
2.258,149.841
2.259,149.773
2.26,149.757
2.261,149.687
2.262,149.547
2.263,149.521
2.264,149.615
2.265,149.625
2.266,149.709
2.267,149.707
2.268,149.785
2.269,149.801
2.27,149.844
2.271,149.903
2.272,149.950
2.273,150.086
2.274,150.076
2.275,150.051
2.276,150.023
2.277,149.966
2.278,149.762
2.279,149.677
2.28,149.657
2.281,149.732
2.282,149.726
2.283,149.789
2.284,149.797
2.285,149.800
2.286,149.821
2.287,149.858
2.288,149.862
2.289,149.926
2.29,150.056
2.291,149.982
2.292,149.872
2.293,149.856
2.294,149.669
2.295,149.572
2.296,149.587
2.297,149.498
2.298,149.469
2.299,149.602
2.3,149.628
2.301,149.552
2.302,149.606
2.303,149.640
2.304,149.595
2.305,149.681
2.306,149.727
2.307,149.737
2.308,149.765
2.309,149.707
2.31,149.538
2.311,149.462
2.312,149.395
2.313,149.265
2.314,149.229
2.315,149.333
2.316,149.303
2.317,149.349
2.318,149.279
2.319,149.306
2.32,149.343
2.321,149.321
2.322,149.407
2.323,149.509
2.324,149.489
2.325,149.404
2.326,149.341
2.327,149.193
2.328,149.052
2.329,148.970
2.33,148.924
2.331,148.897
2.332,149.000
2.333,148.881
2.334,148.849
2.335,148.924
2.336,148.954
2.337,148.886
2.338,148.947
2.339,149.067
2.34,149.043
2.341,149.041
2.342,148.989
2.343,148.883
2.344,148.783
2.345,148.637
2.346,148.580
2.347,148.522
2.348,148.682
2.349,148.656
2.35,148.662
2.351,148.766
2.352,148.797
2.353,148.775
2.354,148.855
2.355,148.915
2.356,148.990
2.357,149.047
2.358,149.013
2.359,148.937
2.36,148.881
2.361,148.758
2.362,148.702
2.363,148.679
2.364,148.674
2.365,148.790
2.366,148.802
2.367,148.850
2.368,148.947
2.369,148.980
2.37,148.940
2.371,149.051
2.372,149.187
2.373,149.182
2.374,149.220
2.375,149.276
2.376,149.205
2.377,149.035
2.378,149.001
2.379,148.974
2.38,148.898
2.381,148.901
2.382,148.937
2.383,149.040
2.384,149.099
2.385,149.096
2.386,149.091
2.387,149.165
2.388,149.213
2.389,149.221
2.39,149.304
2.391,149.366
2.392,149.274
2.393,149.160
2.394,149.023
2.395,148.970
2.396,148.880
2.397,148.800
2.398,148.880
2.399,148.951
2.4,148.943
2.401,148.979
2.402,148.957
2.403,148.932
2.404,149.016
2.405,149.073
2.406,149.048
2.407,149.118
2.408,149.126
2.409,149.016
2.41,148.850
2.411,148.829
2.412,148.696
2.413,148.555
2.414,148.601
2.415,148.538
2.416,148.575
2.417,148.685
2.418,148.670
2.419,148.581
2.42,148.564
2.421,148.700
2.422,148.674
2.423,148.685
2.424,148.750
2.425,148.686
2.426,148.581
2.427,148.455
2.428,148.244
2.429,148.154
2.43,148.183
2.431,148.159
2.432,148.097
2.433,148.214
2.434,148.203
2.435,148.107
2.436,148.084
2.437,148.099
2.438,148.184
2.439,148.158
2.44,148.174
2.441,148.203
2.442,148.120
2.443,147.952
2.444,147.844
2.445,147.648
2.446,147.609
2.447,147.658
2.448,147.633
2.449,147.570
2.45,147.676
2.451,147.694
2.452,147.568
2.453,147.581
2.454,147.518
2.455,147.586
2.456,147.685
2.457,147.671
2.458,147.594
2.459,147.514
2.46,147.421
2.461,147.246
2.462,147.067
2.463,147.051
2.464,147.056
2.465,147.065
2.466,147.143
2.467,147.111
2.468,147.150
2.469,147.127
2.47,147.121
2.471,147.154
2.472,147.323
2.473,147.375
2.474,147.311
2.475,147.280
2.476,147.221
2.477,147.151
2.478,146.970
2.479,146.834
2.48,146.874
2.481,146.909
2.482,146.925
2.483,146.999
2.484,146.958
2.485,147.041
2.486,147.044
2.487,147.036
2.488,147.073
2.489,147.200
2.49,147.189
2.491,147.130
2.492,147.139
2.493,147.033
2.494,146.792
2.495,146.777
2.496,146.725
2.497,146.678
2.498,146.702
2.499,146.797
2.5,146.868
2.501,146.876
2.502,146.854
2.503,146.847
2.504,146.902
2.505,147.011
2.506,146.994
2.507,147.026
2.508,147.112
2.509,146.999
2.51,146.799
2.511,146.785
2.512,146.680
2.513,146.582
2.514,146.602
2.515,146.645
2.516,146.689
2.517,146.695
2.518,146.647
2.519,146.655
2.52,146.711
2.521,146.701
2.522,146.804
2.523,146.786
2.524,146.759
2.525,146.804
2.526,146.693
2.527,146.444
2.528,146.307
2.529,146.304
2.53,146.305
2.531,146.267
2.532,146.306
2.533,146.425
2.534,146.374
2.535,146.366
2.536,146.331
2.537,146.262
2.538,146.391
2.539,146.447
2.54,146.371
2.541,146.336
2.542,146.404
2.543,146.240
2.544,146.025
2.545,145.917
2.546,145.913
2.547,145.834
2.548,145.882
2.549,145.899
2.55,145.890
2.551,145.958
2.552,145.930
2.553,145.815
2.554,145.906
2.555,145.986
2.556,145.983
2.557,145.951
2.558,145.976
2.559,145.921
2.56,145.818
2.561,145.565
2.562,145.515
2.563,145.518
2.564,145.422
2.565,145.508
2.566,145.521
2.567,145.577
2.568,145.589
2.569,145.578
2.57,145.504
2.571,145.632
2.572,145.724
2.573,145.833
2.574,145.782
2.575,145.749
2.576,145.686
2.577,145.530
2.578,145.434
2.579,145.378
2.58,145.297
2.581,145.435
2.582,145.484
2.583,145.479
2.584,145.559
2.585,145.607
2.586,145.615
2.587,145.590
2.588,145.665
2.589,145.749
2.59,145.831
2.591,145.848
2.592,145.714
2.593,145.640
2.594,145.601
2.595,145.497
2.596,145.379
2.597,145.553
2.598,145.685
2.599,145.751
2.6,145.750
2.601,145.776
2.602,145.860
2.603,145.832
2.604,145.876
2.605,145.990
2.606,146.083
2.607,146.147
2.608,146.162
2.609,146.053
2.61,145.985
2.611,145.896
2.612,145.757
2.613,145.818
2.614,145.850
2.615,145.895
2.616,145.882
2.617,146.046
2.618,146.058
2.619,145.988
2.62,146.025
2.621,146.147
2.622,146.195
2.623,146.267
2.624,146.300
2.625,146.285
2.626,146.224
2.627,146.081
2.628,145.906
2.629,145.849
2.63,145.879
2.631,145.898
2.632,145.915
2.633,146.035
2.634,146.077
2.635,146.001
2.636,145.971
2.637,146.010
2.638,146.138
2.639,146.226
2.64,146.210
2.641,146.244
2.642,146.228
2.643,146.025
2.644,145.891
2.645,145.742
2.646,145.759
2.647,145.755
2.648,145.843
2.649,145.828
2.65,145.889
2.651,145.959
2.652,145.883
2.653,145.879
2.654,145.948
2.655,145.947
2.656,146.051
2.657,146.169
2.658,146.163
2.659,146.004
2.66,145.885
2.661,145.820
2.662,145.697
2.663,145.647
2.664,145.726
2.665,145.791
2.666,145.841
2.667,145.859
2.668,145.843
2.669,145.875
2.67,145.891
2.671,145.933
2.672,145.991
2.673,146.135
2.674,146.169
2.675,146.071
2.676,145.948
2.677,145.884
2.678,145.725
2.679,145.624
2.68,145.688
2.681,145.731
2.682,145.801
2.683,145.864
2.684,145.804
2.685,145.803
2.686,145.892
2.687,145.896
2.688,145.914
2.689,146.070
2.69,146.210
2.691,146.157
2.692,146.092
2.693,145.967
2.694,145.809
2.695,145.739
2.696,145.746
2.697,145.714
2.698,145.818
2.699,145.956
2.7,145.971
2.701,145.925
2.702,146.085
2.703,146.054
2.704,146.048
2.705,146.146
2.706,146.272
2.707,146.341
2.708,146.342
2.709,146.286
2.71,146.095
2.711,146.030
2.712,146.003
2.713,145.931
2.714,145.972
2.715,146.123
2.716,146.145
2.717,146.225
2.718,146.184
2.719,146.185
2.72,146.298
2.721,146.311
2.722,146.392
2.723,146.595
2.724,146.560
2.725,146.584
2.726,146.452
2.727,146.283
2.728,146.229
2.729,146.213
2.73,146.170
2.731,146.212
2.732,146.387
2.733,146.422
2.734,146.469
2.735,146.511
2.736,146.506
2.737,146.517
2.738,146.681
2.739,146.828
2.74,146.857
2.741,146.820
2.742,146.886
2.743,146.730
2.744,146.545
2.745,146.494
2.746,146.506
2.747,146.539
2.748,146.599
2.749,146.659
2.75,146.673
2.751,146.765
2.752,146.783
2.753,146.705
2.754,146.836
2.755,146.960
2.756,147.043
2.757,147.216
2.758,147.103
2.759,147.121
2.76,146.975
2.761,146.788
2.762,146.693
2.763,146.732
2.764,146.771
2.765,146.864
2.766,146.930
2.767,146.925
2.768,146.995
2.769,147.080
2.77,147.013
2.771,147.076
2.772,147.256
2.773,147.366
2.774,147.312
2.775,147.336
2.776,147.250
2.777,147.070
2.778,147.036
2.779,146.973
2.78,146.972
2.781,146.998
2.782,147.163
2.783,147.169
2.784,147.128
2.785,147.176
2.786,147.233
2.787,147.226
2.788,147.252
2.789,147.429
2.79,147.491
2.791,147.504
2.792,147.433
2.793,147.399
2.794,147.222
2.795,147.130
2.796,147.093
2.797,147.188
2.798,147.202
2.799,147.245
2.8,147.369
2.801,147.348
2.802,147.382
2.803,147.477
2.804,147.525
2.805,147.516
2.806,147.726
2.807,147.732
2.808,147.679
2.809,147.621
2.81,147.522
2.811,147.359
2.812,147.260
2.813,147.352
2.814,147.426
2.815,147.415
2.816,147.539
2.817,147.658
2.818,147.597
2.819,147.578
2.82,147.694
2.821,147.727
2.822,147.833
2.823,147.969
2.824,147.925
2.825,147.938
2.826,147.899
2.827,147.724
2.828,147.561
2.829,147.590
2.83,147.648
2.831,147.605
2.832,147.714
2.833,147.850
2.834,147.779
2.835,147.787
2.836,147.767
2.837,147.780
2.838,147.846
2.839,147.930
2.84,148.019
2.841,147.939
2.842,147.941
2.843,147.784
2.844,147.525
2.845,147.458
2.846,147.479
2.847,147.445
2.848,147.443
2.849,147.504
2.85,147.562
2.851,147.544
2.852,147.539
2.853,147.497
2.854,147.492
2.855,147.581
2.856,147.628
2.857,147.676
2.858,147.649
2.859,147.512
2.86,147.277
2.861,147.160
2.862,147.141
2.863,147.019
2.864,147.059
2.865,147.156
2.866,147.154
2.867,147.151
2.868,147.128
2.869,147.155
2.87,147.119
2.871,147.171
2.872,147.183
2.873,147.233
2.874,147.269
2.875,147.207
2.876,147.054
2.877,146.725
2.878,146.631
2.879,146.590
2.88,146.560
2.881,146.517
2.882,146.652
2.883,146.688
2.884,146.634
2.885,146.573
2.886,146.605
2.887,146.546
2.888,146.615
2.889,146.687
2.89,146.841
2.891,146.786
2.892,146.633
2.893,146.519
2.894,146.301
2.895,146.272
2.896,146.253
2.897,146.244
2.898,146.252
2.899,146.396
2.9,146.415
2.901,146.356
2.902,146.375
2.903,146.411
2.904,146.423
2.905,146.480
2.906,146.556
2.907,146.604
2.908,146.597
2.909,146.482
2.91,146.231
2.911,146.141
2.912,146.105
2.913,146.089
2.914,146.072
2.915,146.204
2.916,146.293
2.917,146.266
2.918,146.197
2.919,146.244
2.92,146.332
2.921,146.379
2.922,146.398
2.923,146.520
2.924,146.564
2.925,146.537
2.926,146.399
2.927,146.262
2.928,146.160
2.929,146.134
2.93,146.172
2.931,146.173
2.932,146.258
2.933,146.333
2.934,146.382
2.935,146.335
2.936,146.314
2.937,146.353
2.938,146.424
2.939,146.549
2.94,146.627
2.941,146.578
2.942,146.522
2.943,146.443
2.944,146.245
2.945,146.088
2.946,146.203
2.947,146.162
2.948,146.194
2.949,146.330
2.95,146.378
2.951,146.363
2.952,146.359
2.953,146.363
2.954,146.410
2.955,146.568
2.956,146.633
2.957,146.751
2.958,146.714
2.959,146.640
2.96,146.524
2.961,146.384
2.962,146.228
2.963,146.376
2.964,146.431
2.965,146.414
2.966,146.540
2.967,146.658
2.968,146.596
2.969,146.613
2.97,146.608
2.971,146.711
2.972,146.832
2.973,146.962
2.974,146.965
2.975,146.900
2.976,146.774
2.977,146.702
2.978,146.598
2.979,146.571
2.98,146.597
2.981,146.656
2.982,146.785
2.983,146.900
2.984,146.788
2.985,146.802
2.986,146.892
2.987,146.888
2.988,146.955
2.989,147.105
2.99,147.222
2.991,147.220
2.992,147.156
2.993,146.997
2.994,146.819
2.995,146.831
2.996,146.816
2.997,146.835
2.998,146.928
2.999,147.059
3,147.127
3.001,147.072
3.002,147.174
3.003,147.216
3.004,147.205
3.005,147.307
3.006,147.461
3.007,147.562
3.008,147.495
3.009,147.409
3.01,147.260
3.011,147.116
3.012,147.131
3.013,147.174
3.014,147.166
3.015,147.315
3.016,147.427
3.017,147.418
3.018,147.434
3.019,147.423
3.02,147.443
3.021,147.592
3.022,147.688
3.023,147.801
3.024,147.860
3.025,147.826
3.026,147.719
3.027,147.499
3.028,147.444
3.029,147.479
3.03,147.448
3.031,147.517
3.032,147.633
3.033,147.640
3.034,147.749
3.035,147.757
3.036,147.712
3.037,147.727
3.038,147.909
3.039,148.044
3.04,148.080
3.041,148.083
3.042,148.090
3.043,147.887
3.044,147.697
3.045,147.621
3.046,147.710
3.047,147.711
3.048,147.791
3.049,147.869
3.05,147.910
3.051,147.959
3.052,147.907
3.053,147.878
3.054,147.954
3.055,148.102
3.056,148.190
3.057,148.163
3.058,148.162
3.059,148.107
3.06,147.838
3.061,147.731
3.062,147.665
3.063,147.670
3.064,147.751
3.065,147.821
3.066,147.869
3.067,147.901
3.068,147.890
3.069,147.887
3.07,147.813
3.071,147.980
3.072,148.056
3.073,148.145
3.074,148.127
3.075,148.113
3.076,147.981
3.077,147.801
3.078,147.588
3.079,147.571
3.08,147.696
3.081,147.714
3.082,147.718
3.083,147.832
3.084,147.880
3.085,147.764
3.086,147.800
3.087,147.822
3.088,147.906
3.089,148.020
3.09,148.101
3.091,148.085
3.092,148.013
3.093,147.816
3.094,147.627
3.095,147.564
3.096,147.512
3.097,147.569
3.098,147.652
3.099,147.765
3.1,147.774
3.101,147.731
3.102,147.791
3.103,147.815
3.104,147.790
3.105,147.860
3.106,148.075
3.107,148.050
3.108,148.037
3.109,147.909
3.11,147.696
3.111,147.571
3.112,147.549
3.113,147.560
3.114,147.658
3.115,147.744
3.116,147.829
3.117,147.784
3.118,147.808
3.119,147.777
3.12,147.830
3.121,147.848
3.122,147.960
3.123,148.182
3.124,148.231
3.125,148.059
3.126,147.952
3.127,147.899
3.128,147.744
3.129,147.621
3.13,147.761
3.131,147.897
3.132,147.930
3.133,148.064
3.134,148.077
3.135,148.010
3.136,148.044
3.137,148.176
3.138,148.227
3.139,148.371
3.14,148.484
3.141,148.500
3.142,148.436
3.143,148.256
3.144,148.138
3.145,148.071
3.146,148.074
3.147,148.177
3.148,148.188
3.149,148.327
3.15,148.422
3.151,148.365
3.152,148.349
3.153,148.435
3.154,148.455
3.155,148.578
3.156,148.696
3.157,148.796
3.158,148.786
3.159,148.561
3.16,148.399
3.161,148.390
