时间 (s),高度 (m),垂直速度 (m/s),垂直加速度 (m/s²),总速度 (m/s),总加速度 (m/s²),平行风位置 (m),迎风位置 (m),横向跨距 (m),水平方向 (°),横向速度 (m/s),横向加速度 (m/s²),纬度 (°),经度 (°),重力加速度 (m/s²),攻角 (°),滚转角速度 (°/s),俯仰角速度 (°/s),偏航角速度 (°/s),质量 (g),推进剂质量 (g),纵向转动惯量 (kg·m²),横向转动惯量 (kg·m²),CP 压心位置 (cm),CG 重心位置 (cm),稳定裕量 (​),马赫数 (​),雷诺数 (​),推力 (N),阻力 (N),阻力系数 (​),轴向阻力系数 (​),摩擦阻力系数 (​),压差阻力系数 (​),基准阻力系数 (​),法向力系数 (​),俯仰力矩系数 (​),偏航力矩系数 (​),侧向力系数 (​),滚转力矩系数 (​),滚转力系数 (​),滚转阻尼系数 (​),俯仰阻尼系数 (​),科里奥利加速度 (m/s²),参考长度 (cm),参考面积 (cm²),垂直方向 (天顶角) (°),水平方向 (方位角) (°),风速 (m/s),空气温度 (°C),空气压力 (mbar),音速 (m/s),模拟时间步 (s),计算时间 (s)
1.231,7.047,27.2,56.215,27.363,56.639,0.748,9.727e-7,0.748,7.45e-5,2.982,6.916,22,120,9.788,0.256,0,0.022,-1.092e-4,2.544e4,1.184e4,19.072,0.097,208.074,180.085,1.686,0.08,4.961e6,1694.094,6.07,0.612,0.612,0.277,0.214,0.121,0.047,0.079,3.108e-4,0,0,0,0,5.436e-7,0.004,16.6,216.424,83.999,2.324e-5,0,14.954,1012.424,340.361,0.05,0.038
1.281,8.478,30.059,57.369,30.243,57.798,0.906,2.034e-6,0.906,1.286e-4,3.333,7.029,22,120,9.788,0.324,0,0.047,-5.926e-5,2.528e4,1.168e4,19.013,0.097,207.915,179.718,1.699,0.089,5.482e6,1714.222,7.418,0.612,0.612,0.277,0.214,0.121,0.06,0.102,-6.606e-5,0,0,0,0,2.058e-6,0.004,16.6,216.424,83.998,5.68e-5,0,14.945,1012.256,340.356,0.05,0.038
1.331,10.054,32.964,58.278,33.169,58.711,1.082,3.56e-6,1.082,1.886e-4,3.688,7.116,22,120,9.788,0.378,0,0.084,2.779e-5,2.512e4,1.152e4,18.952,0.096,207.795,179.342,1.714,0.097,6.012e6,1727.906,8.927,0.612,0.613,0.277,0.214,0.121,0.07,0.12,-1.973e-4,0,0,0,0,5.523e-6,0.004,16.6,216.424,83.994,8.892e-5,0,14.935,1012.071,340.349,0.05,0.039
1.381,11.776,35.916,59.241,36.144,59.679,1.275,5.602e-6,1.275,2.517e-4,4.048,7.21,22,120,9.788,0.419,0,0.135,6.154e-5,2.496e4,1.136e4,18.89,0.096,207.706,178.959,1.732,0.106,6.55e6,1742.723,10.604,0.613,0.613,0.277,0.214,0.121,0.077,0.134,-3.263e-4,0,0,0,0,1.199e-5,0.005,16.6,216.424,83.989,8.194e-5,0,14.923,1011.869,340.343,0.05,0.039
1.431,13.647,38.937,60.595,39.186,61.039,1.486,8.201e-6,1.486,3.161e-4,4.414,7.348,22,120,9.788,0.448,0,0.201,2.153e-4,2.479e4,1.12e4,18.826,0.096,207.644,178.565,1.752,0.115,7.1e6,1767.008,12.471,0.613,0.613,0.277,0.214,0.122,0.083,0.145,-3.142e-4,0,0,0,0,2.276e-5,0.005,16.6,216.424,83.981,4.444e-5,0,14.911,1011.649,340.335,0.05,0.039
1.481,15.671,42.016,61.778,42.287,62.228,1.716,1.139e-5,1.716,3.801e-4,4.787,7.472,22,120,9.788,0.468,0,0.285,5.63e-5,2.463e4,1.103e4,18.761,0.096,207.609,178.161,1.774,0.124,7.661e6,1786.669,14.53,0.613,0.614,0.277,0.214,0.122,0.087,0.154,-2.69e-4,0,0,0,0,3.912e-5,0.006,16.6,216.424,83.968,-1.813e-6,0,14.898,1011.412,340.327,0.05,0.039
1.531,17.85,45.167,63.226,45.461,63.685,1.965,1.518e-5,1.965,4.426e-4,5.167,7.631,22,120,9.788,0.478,0,0.386,1.053e-4,2.446e4,1.086e4,18.694,0.095,207.597,177.746,1.798,0.134,8.235e6,1812.535,16.802,0.614,0.614,0.277,0.215,0.122,0.089,0.159,3.833e-4,0,0,0,0,6.222e-5,0.006,16.6,216.424,83.952,-5.459e-5,0,14.884,1011.156,340.319,0.05,0.039
1.581,20.189,48.403,64.929,48.721,65.398,2.233,1.961e-5,2.233,5.031e-4,5.557,7.824,22,120,9.788,0.478,0,0.506,9.556e-5,2.429e4,1.069e4,18.625,0.095,207.608,177.318,1.825,0.143,8.823e6,1844.161,19.308,0.614,0.615,0.277,0.215,0.123,0.089,0.162,3.129e-4,0,0,0,0,9.334e-5,0.007,16.6,216.424,83.93,-5.187e-5,0,14.869,1010.882,340.309,0.05,0.039
1.631,22.693,51.738,66.93,52.08,67.414,2.521,2.471e-5,2.521,5.616e-4,5.958,8.06,22,120,9.788,0.47,0,0.646,4.151e-4,2.412e4,1.052e4,18.554,0.095,207.644,176.875,1.854,0.153,9.43e6,1882.472,22.076,0.615,0.615,0.277,0.215,0.123,0.087,0.161,3.602e-4,0,0,0,0,1.328e-4,0.007,16.6,216.424,83.901,-3.875e-6,0,14.852,1010.589,340.3,0.05,0.04
1.681,25.365,55.151,68.482,55.518,68.979,2.829,3.055e-5,2.829,6.186e-4,6.369,8.263,22,120,9.788,0.452,0,0.802,-4.319e-6,2.394e4,1.034e4,18.48,0.095,207.702,176.419,1.885,0.163,1.005e7,1909.35,25.102,0.615,0.616,0.277,0.215,0.123,0.084,0.158,-3.031e-4,0,0,0,0,1.805e-4,0.008,16.6,216.424,83.865,8.195e-5,0,14.835,1010.275,340.289,0.05,0.04
1.731,28.209,58.605,69.298,58.997,69.805,3.158,3.719e-5,3.158,6.747e-4,6.786,8.402,22,120,9.787,0.426,0,0.975,1.349e-4,2.376e4,1.016e4,18.405,0.094,207.782,175.953,1.917,0.173,1.068e7,1918.283,28.366,0.616,0.616,0.277,0.216,0.124,0.079,0.151,-2.52e-4,0,0,0,0,2.36e-4,0.008,16.6,216.424,83.82,1.928e-4,0,14.817,1009.942,340.278,0.05,0.04
1.781,31.226,62.098,70.084,62.516,70.604,3.508,4.473e-5,3.508,7.306e-4,7.211,8.556,22,120,9.787,0.391,0,1.16,5.675e-4,2.359e4,9987.04,18.329,0.094,207.884,175.479,1.952,0.184,1.131e7,1926.46,31.873,0.617,0.617,0.277,0.216,0.124,0.072,0.141,-1.971e-4,0,0,0,0,2.976e-4,0.008,16.6,216.424,83.767,2.902e-4,0,14.797,1009.588,340.266,0.05,0.04
1.831,34.418,65.567,69.591,66.011,70.119,3.879,5.325e-5,3.879,7.865e-4,7.637,8.59,22,120,9.787,0.348,0,1.352,4.818e-4,2.341e4,9811.118,18.253,0.094,208.006,175.003,1.988,0.194,1.194e7,1904.644,35.562,0.617,0.618,0.276,0.216,0.125,0.064,0.128,4.891e-4,0,0,0,0,3.624e-4,0.009,16.6,216.424,83.704,3.1e-4,0,14.776,1009.213,340.253,0.05,0.04
1.881,37.779,68.91,67.04,69.379,67.566,4.272,6.279e-5,4.272,8.423e-4,8.054,8.413,22,120,9.787,0.298,3.601e-7,1.54,1.93e-4,2.324e4,9641.582,18.179,0.094,208.146,174.538,2.025,0.204,1.255e7,1835.474,39.313,0.618,0.618,0.276,0.216,0.125,0.055,0.111,-4.647e-4,0,0,0,0,4.255e-4,0.009,16.6,216.424,83.632,4.389e-4,0,14.754,1008.819,340.24,0.05,0.04
1.931,41.308,72.238,66.76,72.734,67.3,4.685,7.346e-5,4.685,8.985e-4,8.475,8.508,22,120,9.787,0.242,-4.018e-7,1.718,1.103e-4,2.307e4,9473.455,18.104,0.093,208.303,174.07,2.062,0.214,1.315e7,1820.229,43.24,0.619,0.619,0.276,0.217,0.126,0.045,0.092,-4.993e-4,0,0,0,0,4.822e-4,0.01,16.6,216.424,83.55,6.603e-4,0,14.731,1008.405,340.226,0.05,0.041
1.981,45.006,75.674,68.9,76.197,69.472,5.119,8.538e-5,5.119,9.556e-4,8.915,8.899,22,120,9.787,0.18,0,1.874,4.918e-4,2.29e4,9301.568,18.026,0.093,208.476,173.584,2.102,0.224,1.377e7,1860.956,47.497,0.62,0.62,0.276,0.217,0.127,0.033,0.069,3.937e-4,0,0,0,0,5.225e-4,0.01,16.6,216.424,83.46,8.434e-4,0,14.707,1007.972,340.212,0.05,0.041
2.031,48.878,79.212,70.972,79.765,71.58,5.577,9.873e-5,5.577,0.001,9.375,9.308,22,120,9.787,0.114,1.364e-6,1.994,0.001,2.272e4,9126.117,17.945,0.093,208.662,173.08,2.143,0.234,1.441e7,1899.496,52.099,0.621,0.621,0.276,0.217,0.127,0.021,0.045,3.586e-4,0,0,0,0,5.397e-4,0.011,16.6,216.424,83.364,0.001,0,14.682,1007.517,340.196,0.05,0.041
2.081,52.93,82.864,73.236,83.448,73.884,6.057,1.137e-4,6.057,0.001,9.857,9.763,22,120,9.787,0.046,0,2.066,-9.772e-4,2.254e4,8946.761,17.862,0.093,208.854,172.558,2.187,0.245,1.508e7,1941.791,57.083,0.621,0.621,0.276,0.218,0.128,0.008,0.017,-1.459e-4,0,0,0,0,5.294e-4,0.011,16.6,216.424,83.262,0.002,0,14.656,1007.042,340.18,0.05,0.041
2.131,57.165,86.552,73.968,87.169,74.648,6.563,1.307e-4,6.563,0.001,10.354,10.054,22,120,9.787,0.02,1.781e-6,-2.076,-0.004,2.236e4,8766.738,17.777,0.092,208.945,172.024,2.224,0.256,1.574e7,1949.047,62.361,0.622,0.622,0.276,0.218,0.129,0.004,0.009,1.564e-7,0,0,0,0,-4.902e-4,0.012,16.6,216.424,83.158,0.002,0,14.628,1006.545,340.164,0.05,0.041
2.181,61.585,90.24,73.961,90.891,74.669,7.093,1.5e-4,7.093,0.001,10.86,10.262,22,120,9.787,0.082,0,-2.016,3.911e-4,2.219e4,8587.562,17.691,0.092,208.822,171.485,2.249,0.267,1.641e7,1939.854,67.886,0.623,0.623,0.276,0.219,0.129,0.015,0.034,1.91e-5,0,0,0,0,-4.249e-4,0.012,16.6,216.424,83.056,0.003,0,14.6,1006.027,340.146,0.05,0.041
2.231,66.19,93.96,74.609,94.647,75.35,7.649,1.722e-4,7.649,0.001,11.381,10.547,22,120,9.787,0.135,-4.629e-7,-1.876,9.975e-5,2.201e4,8407.87,17.604,0.092,208.722,170.935,2.276,0.278,1.708e7,1945.437,73.711,0.625,0.625,0.275,0.219,0.13,0.025,0.057,-5.35e-5,0,0,0,0,-3.395e-4,0.013,16.6,216.424,82.958,0.003,0,14.57,1005.487,340.128,0.05,0.042
2.281,70.982,97.726,75.504,98.45,76.279,8.231,1.977e-4,8.231,0.001,11.918,10.849,22,120,9.787,0.177,2.294e-6,-1.653,-0.002,2.183e4,8227.163,17.514,0.092,208.652,170.373,2.306,0.289,1.776e7,1956.429,79.865,0.626,0.626,0.275,0.22,0.131,0.033,0.076,3.758e-5,0,0,0,0,-2.437e-4,0.013,16.6,216.424,82.87,0.004,0,14.539,1004.925,340.109,0.05,0.042
2.331,75.962,101.491,75.512,102.254,76.311,8.841,2.271e-4,8.841,0.001,12.463,11.013,22,120,9.787,0.204,0,-1.352,-0.001,2.165e4,8047.232,17.424,0.091,208.619,169.805,2.338,0.301,1.844e7,1948.014,86.282,0.627,0.627,0.275,0.22,0.132,0.038,0.089,-4.55e-4,0,0,0,0,-1.51e-4,0.014,16.6,216.424,82.794,0.004,0,14.506,1004.341,340.09,0.05,0.042
2.381,81.132,105.293,76.232,106.095,77.054,9.478,2.606e-4,9.478,0.002,13.021,11.227,22,120,9.787,0.215,0,-0.992,5.138e-4,2.146e4,7866.644,17.332,0.091,208.629,169.224,2.374,0.312,1.913e7,1955.138,93.027,0.628,0.628,0.275,0.221,0.133,0.04,0.094,-2.058e-4,0,0,0,0,-7.557e-5,0.014,16.6,216.424,82.736,0.004,0,14.473,1003.735,340.069,0.05,0.042
2.431,86.492,109.146,77.264,109.989,78.105,10.143,2.985e-4,10.143,0.002,13.589,11.431,22,120,9.787,0.207,3.808e-7,-0.594,-3.625e-4,2.128e4,7684.795,17.238,0.091,208.686,168.63,2.413,0.323,1.982e7,1968.808,100.138,0.629,0.63,0.275,0.221,0.134,0.038,0.093,-2.691e-4,0,0,0,0,-2.52e-5,0.015,16.6,216.424,82.696,0.005,0,14.438,1003.106,340.048,0.05,0.042
2.481,92.048,113.059,78.461,113.943,79.314,10.837,3.413e-4,10.837,0.002,14.168,11.6,22,120,9.787,0.181,4.601e-7,-0.196,-2.669e-4,2.11e4,7501.381,17.141,0.09,208.788,168.02,2.456,0.335,2.052e7,1985.734,107.643,0.631,0.631,0.274,0.222,0.135,0.034,0.082,3.683e-4,0,0,0,0,-2.557e-6,0.015,16.6,216.424,82.677,0.005,0,14.402,1002.454,340.026,0.05,0.042
2.531,97.799,117.005,79.123,117.931,79.974,11.56,3.893e-4,11.56,0.002,14.75,11.638,22,120,9.787,0.139,0,0.166,0.002,2.092e4,7317.476,17.043,0.09,208.93,167.397,2.502,0.347,2.123e7,1991.05,115.505,0.632,0.632,0.274,0.222,0.136,0.026,0.064,-1.919e-4,0,0,0,0,1.717e-6,0.016,16.6,216.424,82.676,0.006,0,14.364,1001.78,340.004,0.05,0.043
2.581,103.748,120.968,79.459,121.935,80.299,12.312,4.431e-4,12.312,0.002,15.33,11.58,22,120,9.787,0.086,0,0.446,-2.034e-4,2.073e4,7133.711,16.943,0.09,209.103,166.764,2.551,0.359,2.194e7,1989.537,123.7,0.634,0.634,0.274,0.223,0.137,0.016,0.04,-2.378e-4,0,0,0,0,1.157e-5,0.017,16.6,216.424,82.692,0.006,0,14.326,1001.082,339.98,0.05,0.043
2.631,109.896,124.93,79.45,125.939,80.269,13.093,5.027e-4,13.093,0.002,15.904,11.436,22,120,9.787,0.026,0,0.596,7.473e-4,2.055e4,6950.733,16.842,0.09,209.292,166.123,2.601,0.37,2.265e7,1981.005,132.199,0.635,0.635,0.274,0.224,0.138,0.005,0.013,-2.497e-4,0,0,0,0,1.934e-5,0.017,16.6,216.424,82.719,0.006,0,14.286,1000.361,339.956,0.05,0.043
2.681,116.241,128.89,79.392,129.939,80.188,13.902,5.679e-4,13.902,0.002,16.471,11.268,22,120,9.787,0.031,3.091e-7,-0.587,2.878e-4,2.037e4,6768.605,16.739,0.089,209.327,165.473,2.642,0.382,2.336e7,1971.826,140.999,0.637,0.637,0.273,0.224,0.139,0.006,0.015,3.994e-4,0,0,0,0,-1.763e-5,0.018,16.6,216.424,82.749,0.005,0,14.244,999.617,339.931,0.05,0.043
2.731,122.784,132.838,79.137,133.925,79.91,14.74,6.384e-4,14.74,0.002,17.027,11.086,22,120,9.787,0.078,0,-0.405,-0.002,2.019e4,6587.653,16.636,0.089,209.257,164.816,2.677,0.394,2.407e7,1959.073,150.079,0.639,0.639,0.273,0.225,0.14,0.015,0.039,-4.79e-4,0,0,0,0,-7.913e-6,0.018,16.6,216.424,82.775,0.006,0,14.202,998.849,339.905,0.05,0.043
2.781,129.525,136.782,79.037,137.906,79.794,15.605,7.147e-4,15.605,0.003,17.577,10.969,22,120,9.787,0.109,0,-0.073,0.001,2.001e4,6407.538,16.531,0.089,209.231,164.15,2.716,0.406,2.477e7,1950.026,159.458,0.64,0.64,0.273,0.226,0.141,0.02,0.055,-1.083e-4,0,0,0,0,-2.399e-7,0.019,16.6,216.424,82.787,0.006,0,14.158,998.059,339.879,0.05,0.043
